"hostname","timestamp","city","region_name","country_name","browser"
"x-134-84-45-219.uofm-secure.wireless.umn.edu","2012-10-04 13:26:06","Minneapolis","Minnesota","United States","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)"
"x-134-84-45-219.uofm-secure.wireless.umn.edu","2012-10-04 13:26:29","Minneapolis","Minnesota","United States","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)"
"x-134-84-74-47.uofm-secure.wireless.umn.edu","2012-10-09 20:00:58","Minneapolis","Minnesota","United States","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
"c-24-118-134-107.hsd1.mn.comcast.net","2012-10-09 20:01:32","Minneapolis","Minnesota","United States","Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.92 Safari/537.4"
"c-24-118-134-107.hsd1.mn.comcast.net","2012-10-09 20:08:35","Minneapolis","Minnesota","United States","Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.92 Safari/537.4"
"c-24-118-134-107.hsd1.mn.comcast.net","2012-10-09 20:08:44","Minneapolis","Minnesota","United States","Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.92 Safari/537.4"
"61.sub-174-230-129.myvzw.com","2012-10-18 11:14:55","","","United States","Mozilla/5.0 (Linux; U; Android 2.3.4; en-us; DROIDX Build/4.5.1_57_DX8-51) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
"61.sub-174-230-129.myvzw.com","2012-10-18 11:16:42","","","United States","Mozilla/5.0 (Linux; U; Android 2.3.4; en-us; DROIDX Build/4.5.1_57_DX8-51) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
"61.sub-174-230-129.myvzw.com","2012-10-18 11:26:05","","","United States","Mozilla/5.0 (Linux; U; Android 2.3.4; en-us; DROIDX Build/4.5.1_57_DX8-51) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
"x-128-101-248-64.uofm-secure.wireless.umn.edu","2012-10-22 11:17:21","Minneapolis","Minnesota","United States","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4"
